KO-1	KO-2	KO-3	N-1	N-2	N-3	OT1-2	OT1-3	OT1-4	SV40-3	SV40-4	SV40-5	WT-2	WT-3	WT-5
Gm22259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ftmt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Srfbp1	1502	1333	1911	1104	1480	1290	937	886	848	775	2791	2289	1277	2086	1375
RP23-2B18.1	0	0	23	0	0	23	0	0	39	0	1	0	0	0	0
Lox	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Zfp474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC161119.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gykl1	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
Sncaip	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snx2	1085	2269	1824	3890	2658	3568	1629	3741	3317	822	3451	2297	1300	2161	2493
Snx24	15	17	0	39	0	0	0	27	46	0	40	35	2	9	16
Ppic	682	991	975	281	1058	388	56	23	31	145	323	506	833	524	579
Prdm6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cep120	717	1241	1318	5298	2319	5158	3402	3213	3443	930	2243	3883	593	892	1361
Csnk1g3	15	43	71	205	3	57	30	157	84	2	245	47	26	22	57
RP24-349M22.1	71	49	84	43	15	26	38	9	48	55	44	52	132	127	48
Redrum	0	0	0	4	0	1	0	21	0	0	0	20	0	0	0
Zfp608	33	98	10	0	27	91	0	1	25	0	0	0	24	18	15
Gm26742	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Gm4221	0	0	0	0	0	49	0	1	0	0	1	0	0	0	0
Gm24183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-261N13.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-211N23.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-314E8.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24514	0	0	1	1	3	1	2	0	2	0	0	0	0	0	0
RP23-146P1.2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-146P1.1	3	0	1	0	0	1	1	0	1	0	0	1	1	2	1
Gm23335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-114L16.1	43	36	45	15	16	9	18	12	24	18	18	28	51	60	21
Gm22484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23555	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
Gm25476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gramd3	15894	16456	27361	24011	19348	23338	35710	37293	29811	391	145	141	3118	2915	328
Aldh7a1	713	865	897	1158	1001	985	338	495	769	1865	2953	1985	1416	1320	1420
Mir1258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phax	973	1046	1686	1926	1848	1686	1840	2009	1939	989	2080	2015	1202	1622	1438
Tex43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lmnb1	341	832	558	57	103	104	175	187	133	116	126	163	528	910	379
March3	43	127	39	81	53	60	133	144	100	89	18	12	44	56	29
AC158763.2	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
AC109152.2	270	255	493	434	579	470	308	460	175	216	158	345	329	303	187
Megf10	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
Prrc1	2944	3702	3342	2625	1863	2589	2689	2892	2617	4081	4943	4559	2892	3113	3154
AC152398.1	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
Ctxn3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC152398.2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
AC102232.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc12a2	0	8	0	20	0	9	4	9	46	0	1	4	26	0	2
Fbn2	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0
Gm26507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc27a6	0	14	0	191	21	291	0	1	19	0	14	17	6	0	18
Gm23270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Isoc1	79	266	109	157	76	209	62	220	56	48	92	128	137	112	82
Adamts19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC132242.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chsy3	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0
Mir6355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC102225.2	0	6	0	1	28	1	0	68	60	0	108	0	1	0	0
AC102225.3	0	0	0	0	0	0	0	11	0	0	3	0	0	0	0
Gm4841	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0
F830016B08Rik	0	0	0	0	2	0	0	1	35	0	24	0	0	0	0
Iigp1	3	96	35	417	669	591	1	148	151	0	157	0	47	28	25
Gm6960	14	9	8	2	2	0	1	4	3	3	4	2	24	33	9
BC023105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smim3	3489	3411	2756	324	157	219	1041	1063	984	4522	4094	4090	2065	1791	3013
Dctn4	2300	3615	2432	3639	3416	4122	2583	2340	2946	3196	4278	3473	2399	2558	3360
Rbm22	5293	6223	7036	6632	5267	7380	5760	5400	5808	5870	6519	6370	4333	4612	5222
Myoz3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Synpo	841	956	840	24	5	22	10	9	41	570	392	409	532	349	88
Ndst1	730	2434	1490	1691	961	2143	1225	1493	2375	987	2506	1600	1097	724	1366
Rps14	35995	14100	36881	45272	81718	27199	19531	14148	25391	13229	22793	20182	16929	18506	9929
AC139759.2	1	1	4	6	8	3	6	5	2	0	2	3	2	8	4
Cd74	29919	137712	11898	28978	14720	9120	8120	11710	12783	1253	31258	13547	104748	39451	47001
Mir5107	0	31	0	3	5	0	0	4	0	0	6	0	5	1	1
Tcof1	12574	20025	16510	23239	16314	25895	15546	13566	15527	11084	9253	8978	10045	10678	11479
Arsi	0	380	0	0	10	20	0	0	0	0	31	36	24	34	69
Camk2a	13	50	39	130	68	169	4	3	0	15	17	159	1	2	44
Mir7220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir6982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc6a7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdx1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pdgfrb	0	75	85	314	265	211	0	5	2	1	26	0	94	60	79
Csf1r	9226	72439	2620	4329	1205	1266	1295	1628	1320	410	7508	3436	39687	20297	37737
Mir6983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hmgxb3	216	541	308	784	259	533	669	409	492	938	418	266	382	301	253
Gm26403	0	2	0	0	0	0	0	0	0	2	0	6	1	2	0
Slc26a2	173	503	89	189	310	674	259	363	546	813	455	558	338	376	395
Pde6a	0	0	0	0	1	3	0	0	0	0	0	0	0	1	0
Rps2-ps10	2	0	5	1	1	0	4	0	2	0	2	0	0	2	2
Ppargc1b	392	889	621	902	954	1083	722	707	851	338	600	477	405	320	381
Gm25301	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Mir378a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgef37	262	2426	115	82	0	0	0	1	6	0	88	250	551	415	865
Csnk1a1	495	821	1668	1697	2062	1755	918	2053	1665	1075	1905	1275	1319	1402	999
Bvht	0	5	0	0	0	0	0	0	0	10	4	3	5	0	1
Mir145a	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
Mir143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir143hg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il17b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-390G17.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcyox1l	443	583	148	13	0	36	367	289	164	727	460	277	1649	1439	473
Grpel2	1401	1386	1856	1447	1202	1467	1542	1358	1467	1088	2136	1709	1346	1112	1104
RP24-390G17.1	347	211	233	482	223	471	390	395	242	278	82	107	275	219	130
Afap1l1	53	80	0	0	0	0	0	1	0	0	0	0	39	26	43
Ablim3	0	0	0	0	0	0	1	12	74	0	0	0	0	0	0
RP23-131E5.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sh3tc2	0	0	0	0	0	0	0	0	0	0	0	18	0	19	53
Adrb2	645	4427	728	3432	2519	2721	1829	1956	969	86	282	134	1348	827	921
Gm9949	32	35	46	24	90	48	34	21	5	30	92	48	22	13	3
Htr4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxo38	1852	5765	3190	7184	4582	7179	4524	6385	6500	2370	5386	5642	1777	1894	3661
Spink10	2	3	8	3	2	7	4	4	3	8	1	1	4	7	3
RP23-411I6.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spink7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spink13	22	4	26	4	32	3	0	0	26	3	6	0	6	0	0
Gm17732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-81P21.1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Apcdd1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Napg	590	906	671	1499	2322	1806	1862	2394	1761	775	1080	1634	1020	1275	1150
Piezo2	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
RP23-192H11.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Txnl1	4375	4382	5564	2539	2391	1980	3053	2809	2396	2436	4058	2442	4907	6541	3917
Wdr7	163	706	700	919	639	1310	800	982	936	240	1096	1379	216	247	722
Gm24384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
St8sia3os	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
St8sia3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Onecut2	0	2	2	0	0	0	1	15	79	0	75	4	0	6	0
Amd-ps3	1	3	2	1	4	2	1	2	0	0	1	3	1	2	0
Fech	140	290	353	423	493	396	682	1029	711	423	380	218	295	241	256
Nars	3496	6659	6125	4038	3630	4956	4758	6690	5667	2667	4384	3644	4622	4857	5701
Atp8b1	0	0	0	0	0	0	0	3	7	0	26	0	0	1	0
Gm23016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-198J15.1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nedd4l	130	145	244	682	56	252	5	162	197	17	46	50	18	50	53
Mir122	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Alpk2	47	33	55	10	2	1	40	23	82	0	28	4	28	5	4
Gm22567	2	1	0	0	0	0	0	0	0	0	0	0	0	1	1
Malt1	71	28	31	236	387	146	51	257	329	13	163	104	108	25	134
Zfp532	0	0	0	0	0	0	1	0	0	1	5	2	6	5	0
RP24-291H9.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oacyl	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Sec11c	10369	6055	9422	5749	7120	4173	6917	6389	6019	9237	10821	8468	9225	10304	7172
Rax	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Raxos1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cplx4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lman1	594	1096	804	602	675	826	1142	1737	1878	697	2394	1405	1043	1222	1465
Ccbe1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Mir694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC161932.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pmaip1	53	628	244	59	57	159	1005	1374	598	147	438	264	253	503	587
Gm24679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mc4r	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gnal	640	516	1058	742	978	685	952	875	671	568	561	418	372	331	308
Gm23512	1	0	3	0	0	0	0	0	0	0	0	0	1	0	1
Chmp1b	736	1100	1007	2109	1979	2709	1921	2741	2152	825	1532	1378	726	892	1009
Mppe1	2276	2769	3493	3521	2859	3250	3961	3423	3133	2832	1993	2040	1696	1308	1190
Impa2	951	654	754	152	100	96	197	188	261	422	249	253	1084	1280	469
AC109280.1	40	4	12	0	2	39	4	30	11	2	4	69	2	17	0
Cidea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tubb6	1522	5506	1043	126	87	103	83	186	215	138	412	449	4099	2399	1414
Afg3l2	303	205	372	216	116	381	122	329	266	354	443	196	230	283	186
Gm24900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prelid3a	0	25	0	0	0	0	0	0	0	58	0	6	18	15	19
Spire1	0	43	2	3	0	7	0	0	0	0	0	0	0	10	0
Gm17669	4	4	15	6	5	4	6	4	6	5	2	3	4	7	5
Cep76	0	22	49	4	11	98	27	126	40	4	5	2	72	90	42
Psmg2	3716	2392	4526	2109	2628	1864	2562	1992	2415	2058	3666	3332	3073	3658	2067
Ptpn2	441	772	794	1252	1310	1536	1306	2645	1753	661	1551	1157	724	1107	897
Gm26910	10	2	23	22	42	39	0	27	13	2	40	20	2	1	14
Seh1l	2122	3289	3418	3290	2311	3680	2313	2954	2686	1139	2867	1916	2026	2497	1683
Cep192	229	144	199	335	512	712	181	322	654	33	548	443	150	226	263
Ldlrad4	903	1003	602	1091	867	813	635	470	657	588	177	217	255	202	343
Fam210a	508	1381	1409	1204	1251	2270	986	916	1213	326	1308	726	591	688	815
Mir7219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnmt	982	1993	1909	1561	1824	2651	1552	2741	1837	630	1759	1343	1059	1891	1411
Mc5r	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mc2r	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir6356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930546C10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir145b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-219I3.2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
RP24-219I3.1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1
Tcf4	1	128	72	19	65	95	0	121	28	3	111	90	16	15	106
Gm24845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc68	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
AC108433.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC108433.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab27b	19	41	0	0	0	0	0	1	0	0	20	0	0	0	0
Dynap	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-276H6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-276H6.1	136	91	73	48	130	130	220	177	274	270	409	474	209	328	312
Stard6	15	1	7	16	0	6	3	3	11	12	19	4	13	17	10
Poli	334	616	384	1033	841	1241	1002	963	587	695	412	592	389	379	963
Mir6357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mbd2	218	171	508	422	531	340	838	749	622	328	606	865	330	526	525
Dcc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-R5-8s1	5	1	1	5	2	4	3	6	11	0	6	6	2	1	1
Mex3c	8	30	1	4	7	90	23	112	67	33	66	13	22	5	4
Gm26438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smad4	229	276	414	626	686	522	508	568	232	139	405	443	78	169	221
Elac1	192	1113	561	672	369	473	1331	1452	810	1213	1411	1239	668	706	879
Me2	3843	7069	7756	2860	2395	2229	4344	6082	2634	5381	3083	2111	5586	7415	5176
Mro	0	0	0	44	0	0	0	0	2	3	0	0	4	13	50
Mapk4	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0
AC126042.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm9925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ska1	505	309	732	0	0	8	27	30	47	37	13	54	982	1527	705
Cxxc1	4405	6327	5581	6165	4247	5234	4732	4834	2937	9582	5420	4372	5285	4326	5377
Mbd1	2344	4478	2901	4557	3248	4956	3437	3600	4105	3849	4041	4566	2592	2546	4973
Cfap53	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0
AC124432.1	2	4	3	0	0	0	1	0	1	0	5	0	5	6	0
Myo5b	0	6	15	261	202	107	0	13	34	47	127	33	18	9	34
AC148001.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scarna17	3	1	8	4	7	5	6	4	8	3	1	1	0	1	1
Gm23119	12	6	27	32	74	18	18	19	20	7	8	7	2	3	5
Acaa2	15375	13174	20206	30545	25933	23701	13770	9343	15018	18215	22109	19633	15236	13539	17714
Gm24559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lipg	13	47	1	0	29	0	1	0	0	0	0	0	22	0	8
Rpl17	8680	2585	8737	8315	17630	5684	3847	3021	5638	2077	5083	4163	3915	4603	2725
Snord58b	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0
Gm23301	2	7	7	0	4	3	5	1	0	1	1	3	2	2	4
Gm26202	0	0	2	0	2	2	0	0	0	1	3	0	0	1	4
BC031181	7888	4697	7540	9184	10796	6749	7932	4409	8141	4845	8408	6837	6045	5563	4002
Dym	1346	3365	2153	2392	1520	1690	2413	2973	1267	3070	1712	1030	2000	1962	2036
Gm27781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm8807	9	1	5	3	8	5	8	2	5	2	8	6	4	9	12
RP24-389K16.1	0	0	17	0	11	0	2	0	0	0	0	0	0	0	0
RP24-263P17.1	0	1	0	1	6	10	3	0	0	15	18	18	0	0	3
Smad7	132	151	185	492	650	795	272	272	258	129	202	403	44	23	122
Ctif	2	16	0	0	0	41	0	9	0	18	141	74	3	12	30
Gm10532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-390K15.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb7c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir6358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smad2	1566	2910	2511	3361	3090	3653	2095	2764	2863	1584	3136	2162	1443	2423	2035
Skor2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ier3ip1	2187	1822	2619	2406	2945	1959	2185	2008	2145	1391	2381	1729	2089	2167	1771
Hdhd2	2679	2753	3352	3065	2569	3001	2248	1381	2130	2102	2284	2671	3145	2960	2305
Katnal2	0	2	0	0	0	0	0	0	0	1	0	0	7	6	0
Pias2	46	94	46	64	155	30	76	171	172	17	92	67	15	64	129
Gm7276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
St8sia5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC157991.2	1	2	4	2	0	0	0	0	3	3	4	0	3	5	1
Loxhd1	0	0	0	0	0	0	0	0	0	0	86	50	9	15	14
Rnf165	0	0	0	0	0	0	0	0	7	63	59	72	0	8	80
8030462N17Rik	92	96	79	65	58	55	89	34	38	41	12	16	112	77	12
Gm26014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930465K10Rik	0	15	1	0	0	1	0	4	0	2	0	0	1	0	0
A330094K24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haus1	1513	1107	2000	1457	1994	1552	624	676	1074	394	835	656	1608	2456	932
Atp5a1	112866	126414	136480	123928	90143	112120	87655	62691	89889	92077	101916	84476	132593	121860	83472
AC162291.2	2	11	0	0	0	0	0	0	0	0	0	0	1	4	0
Pstpip2	13	32	89	0	0	0	15	14	31	0	0	0	42	17	62
Gm23954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Epg5	667	953	812	1749	1572	2285	975	1480	1651	1092	1733	1935	482	411	722
Siglec15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc14a1	2347	3192	3527	5064	3918	6569	2385	3223	2818	2775	3321	2376	1413	1470	2207
Slc14a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6133	1	2	5	3	1	1	2	1	2	1	1	3	1	3	1
Gm26430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Setbp1	51	21	6	0	0	0	0	10	2	73	164	130	19	26	69
Gm25824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-131C5.1	0	0	4	0	0	1	0	1	1	0	2	1	2	4	2
Pard6g	24	23	7	35	83	132	0	1	0	0	1	0	27	14	0
Gm21886	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0
Adnp2	270	1038	539	286	616	1008	358	651	415	388	496	217	296	433	434
Rbfa	383	397	489	588	503	322	274	367	209	951	251	260	746	419	219
AC131065.2	20970	20574	25581	27688	21064	21556	18543	14147	19733	17249	19587	19666	17400	17739	13657
Txnl4a	4191	3129	5400	4500	4937	3145	4794	3587	4520	2762	3674	2952	3232	3310	2398
Hsbp1l1	0	0	5	0	0	0	0	0	0	0	1	0	0	0	1
Pqlc1	1050	3230	1232	2844	2156	1904	1691	1168	1982	692	1062	962	1311	1043	1327
Kcng2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-281O20.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-281O20.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-281O20.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ctdp1	253	311	158	488	242	315	183	423	304	170	250	257	210	341	194
Nfatc1	10097	17577	14818	18430	10288	17949	22523	20931	18894	21100	22329	24660	9532	11598	19551
Atp9b	691	1584	1206	1033	764	1032	725	1156	560	1660	685	837	1085	915	850
RP23-197M6.1	0	0	0	0	0	3	0	0	7	0	1	0	0	0	0
RP23-197M6.2	0	0	0	0	0	0	1	0	0	0	0	0	1	3	0
Gm25071	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0
Sall3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-148P22.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-148P22.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-345E17.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir5127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm17383	30	48	30	68	27	56	20	17	39	31	26	17	70	95	43
Gm25060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Galr1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
Mbp	8349	17652	12161	25843	17197	24114	26068	21504	21247	6894	9378	7629	5878	4926	8016
Rpl21-ps8	49	11	41	53	84	31	34	21	50	12	27	28	20	28	13
Zfp236	125	150	405	261	436	291	387	419	149	332	389	307	191	183	310
RP24-192J22.1	1	4	39	7	32	13	25	22	7	6	3	13	14	3	6
Mir5112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-321L15.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930445N18Rik	0	9	0	0	8	0	0	0	0	0	0	0	0	0	0
Zfp516	101	601	26	198	329	407	142	45	1	136	275	149	99	68	98
RP23-450K16.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tshz1	133	27	116	186	296	388	69	200	214	10	226	427	130	77	202
Zadh2	269	657	762	1215	823	1088	958	1179	1446	888	1734	2116	393	469	1356
Zfp407	158	109	102	373	433	659	171	139	547	54	433	460	71	162	157
RP24-386D8.2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Cndp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-391B9.1	3	1	3	2	1	0	2	2	3	1	1	2	0	0	2
Cndp2	15738	22493	17345	15630	11799	13620	12517	8343	14325	15704	17653	16305	19517	16147	14158
AC142448.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam69c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyb5a	6824	4099	8043	10635	13958	7705	3678	2995	4629	3298	6350	5104	3839	3750	3902
AC134545.2	0	3	1	7	3	0	0	0	4	0	0	0	4	0	0
Fbxo15	1	0	0	0	0	0	0	0	0	0	0	6	26	0	0
Timm21	1246	1010	1881	1315	1013	932	954	1270	901	837	984	984	1118	1283	1118
Gm25453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neto1	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0
Cbln2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5096	0	8	1	0	0	0	2	9	18	0	13	1	2	0	1
Gm24987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Socs6	154	310	327	380	172	561	244	508	469	206	492	247	281	352	370
Rttn	24	130	284	836	288	983	274	488	357	336	378	341	281	190	222
Mir6359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd226	1435	784	1464	3121	2242	2921	1876	3015	3324	1104	3171	1733	1369	2169	2080
9330132A10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dok6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC164619.1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0
AC164619.2	1	1	5	3	0	4	1	1	2	3	2	0	1	3	2
Gm22694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-333N14.1	3	9	4	5	1	2	3	1	4	5	1	4	10	6	2
Gm23859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif3s6-ps2	1	3	9	6	14	8	6	15	11	2	4	10	3	10	4
Gm25418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmx3	52	205	140	413	518	1047	312	1289	2224	210	1565	510	113	134	369
CH25-588N10.2	9	2	2	4	42	167	0	4	47	4	33	0	0	6	5
CH25-588N10.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-319M18.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
